X,Y,NTG,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
201,907,0.2006,0.0,7.0,17.0,15.033296378372908,18.027756377319946,5.385164807134504,2.23606797749979,22.090722034374522,4.242640687119285,3.0,18.24828759089466,5.656854249492381,9.848857801796104,16.492422502470642,20.396078054371138,7.0710678118654755,8.602325267042627,22.561028345356956,6.0,6.708203932499369,7.810249675906654,13.416407864998739,20.8806130178211,23.769728648009426,10.63014581273465,13.892443989449804,19.313207915827967,12.041594578792296,11.40175425099138,12.727922061357855,18.35755975068582,12.206555615733702,15.620499351813308,19.72308292331602,22.360679774997898,23.259406699226016,11.40175425099138,11.180339887498949,17.804493814764857,13.341664064126334,17.029386365926403,14.317821063276353,15.231546211727817,16.64331697709324,19.79898987322333,25.238858928247925,26.92582403567252,15.811388300841896,15.033296378372908,18.027756377319946,19.849433241279208,25.0,21.93171219946131,24.839484696748443,17.11724276862369,27.80287754891569,28.600699292150182,18.681541692269406,18.439088914585774,18.0,18.110770276274835,18.973665961010276,24.758836806279895,29.206163733020468,24.839484696748443,20.8806130178211,20.615528128088304,22.47220505424423,23.259406699226016,22.090722034374522,31.827660925679098,23.0,24.351591323771842,24.020824298928627,25.632011235952593,27.784887978899608,28.30194339616981,31.89043743820395,25.079872407968907,31.400636936215164,32.64965543462902,33.301651610693426,26.476404589747453,26.076809620810597,27.65863337187866,27.018512172212592,27.459060435491963,30.870698080866262,33.28663395418648,33.83784863137726,29.017236257093817,32.202484376209235,32.69556544854363,37.20215047547655,37.8021163428716,31.144823004794873,31.25699921617557,32.57299494980466,38.01315561749642,35.84689665786984,34.23448553724738,34.92849839314596,38.01315561749642,36.124783736376884,36.6742416417845,37.94733192202055,38.27531841800928,39.81205847478876,37.0,39.56008088970496,40.718546143004666,38.47076812334269,38.118237105091836,40.85339643163099,39.45883931389772,43.382023926967726,44.294469180700204,40.0,40.11234224026316,42.37924020083418,42.720018726587654,41.19465984809196,41.0,42.44997055358225,42.0,46.09772228646444,46.95742752749558,43.18564576337837,43.289721643826724,44.9221548904324,45.221676218380054,45.880278987817846,47.4236228055175,44.01136216933077,44.181444068749045,46.8187996428785,45.044422518220834,47.75981574503821
201,914,0.3624,7.0,0.0,10.0,8.06225774829855,11.045361017187261,12.165525060596439,8.246211251235321,15.132745950421556,10.44030650891055,7.615773105863909,11.40175425099138,5.0,4.47213595499958,9.848857801796104,13.601470508735444,5.385164807134504,5.0,15.811388300841896,9.219544457292887,7.211102550927978,6.324555320336759,7.810249675906654,14.317821063276353,17.08800749063506,7.0710678118654755,8.602325267042627,13.038404810405298,8.246211251235321,9.0,9.219544457292887,12.727922061357855,10.0,11.180339887498949,14.142135623730951,16.401219466856727,17.204650534085253,14.866068747318506,14.212670403551895,13.038404810405298,16.401219466856727,13.601470508735444,14.560219778561036,14.035668847618199,14.142135623730951,15.652475842498529,19.79898987322333,21.2602916254693,19.209372712298546,16.15549442140351,15.297058540778355,16.15549442140351,19.849433241279208,17.88854381999832,20.0,19.235384061671343,22.67156809750927,23.345235059857504,21.633307652783937,21.095023109728988,19.313207915827967,18.681541692269406,18.027756377319946,20.591260281974,24.08318915758459,21.02379604162864,23.853720883753127,23.323807579381203,21.02379604162864,21.213203435596427,23.769728648009426,27.202941017470888,24.041630560342615,23.021728866442675,24.73863375370596,24.08318915758459,25.0,25.298221281347036,27.784887978899608,25.495097567963924,27.730849247724095,28.653097563788805,29.154759474226502,28.635642126552707,26.476404589747453,29.966648127543394,27.65863337187866,27.073972741361768,28.635642126552707,30.083217912982647,30.463092423455635,29.614185789921695,29.832867780352597,30.59411708155671,33.54101966249684,34.0,31.25699921617557,31.144823004794873,31.144823004794873,34.438350715445125,33.734255586866,35.73513677041127,34.0147027033899,35.4400902933387,37.36308338453881,36.0,36.345563690772494,36.49657518178932,37.36308338453881,37.656340767525464,37.656340767525464,38.3275357934736,40.162171256046406,38.2099463490856,38.8329756778952,39.01281840626232,40.80441152620633,41.43669871020132,40.607881008493905,40.19950248448356,40.607881008493905,40.792156108742276,42.44997055358225,41.593268686170845,41.19465984809196,42.579337712087536,43.68065933568311,44.27188724235731,43.104524124504614,43.04648650006177,43.41658669218482,43.56604182158393,43.93176527297759,44.9221548904324,44.40720662234904,44.10215414239989,44.91102314577124,45.89117562233506,45.89117562233506
201,924,0.4381,17.0,10.0,0.0,2.23606797749979,1.4142135623730951,22.090722034374522,18.110770276274835,5.385164807134504,20.223748416156685,17.26267650163207,3.1622776601683795,13.601470508735444,8.94427190999916,4.123105625617661,5.0,13.0,11.180339887498949,7.0710678118654755,18.027756377319946,15.231546211727817,13.416407864998739,7.810249675906654,6.708203932499369,8.48528137423857,11.40175425099138,8.602325267042627,7.0710678118654755,11.313708498984761,13.45362404707371,12.041594578792296,9.055385138137417,14.142135623730951,11.180339887498949,10.0,10.44030650891055,10.770329614269007,22.825424421026653,21.95449840010015,11.40175425099138,23.853720883753127,14.317821063276353,19.79898987322333,17.804493814764857,16.1245154965971,14.317821063276353,14.560219778561036,15.231546211727817,26.627053911388696,21.93171219946131,16.55294535724685,15.524174696260024,15.297058540778355,16.1245154965971,16.1245154965971,25.495097567963924,17.72004514666935,18.027756377319946,28.42534080710379,27.65863337187866,24.758836806279895,23.430749027719962,21.095023109728988,18.0,18.973665961010276,19.026297590440446,30.479501308256342,29.732137494637012,22.847319317591726,22.135943621178654,29.068883707497267,22.80350850198276,28.600699292150182,24.698178070456937,28.844410203711913,25.298221281347036,24.186773244895647,24.08318915758459,24.331050121192877,29.154759474226502,25.079872407968907,25.317977802344327,25.495097567963924,34.058772731852805,30.01666203960727,35.4682957019364,31.38470965295043,29.546573405388315,28.284271247461902,28.0178514522438,28.071337695236398,33.12099032335839,29.154759474226502,30.265491900843113,30.4138126514911,30.59411708155671,34.0147027033899,33.61547262794322,31.78049716414141,31.400636936215164,33.13608305156178,39.96248240537617,35.17101079013795,34.0,41.182520563948,37.36308338453881,36.345563690772494,36.22154055254967,36.0,40.718546143004666,37.12142238654117,37.0,44.41846462902562,40.496913462633174,38.05259518088089,40.52159917870962,39.05124837953327,39.20459156782532,43.46262762420146,42.37924020083418,40.11234224026316,40.049968789001575,46.06517122512408,44.384682042344295,41.43669871020132,45.31004303683677,42.04759208325728,42.190046219457976,44.9221548904324,44.64302857109943,43.18564576337837,43.104524124504614,43.01162633521314,43.104524124504614,46.8187996428785,45.880278987817846,44.01136216933077,48.84669896727925,45.0111097397076
202,922,0.4289,15.033296378372908,8.06225774829855,2.23606797749979,0.0,3.0,20.024984394500787,16.0312195418814,7.0710678118654755,18.110770276274835,15.132745950421556,3.605551275463989,11.40175425099138,6.708203932499369,3.1622776601683795,5.830951894845301,10.770329614269007,8.94427190999916,8.06225774829855,15.811388300841896,13.0,11.180339887498949,5.830951894845301,7.0710678118654755,9.433981132056603,9.219544457292887,6.708203932499369,6.708203932499369,9.219544457292887,11.313708498984761,10.0,8.06225774829855,12.041594578792296,9.486832980505138,9.219544457292887,10.295630140987,10.816653826391969,20.591260281974,19.72308292331602,10.04987562112089,21.633307652783937,12.649110640673518,17.69180601295413,15.811388300841896,14.317821063276353,13.038404810405298,14.317821063276353,15.264337522473747,24.413111231467404,19.79898987322333,14.866068747318506,14.142135623730951,14.866068747318506,15.0,15.524174696260024,23.345235059857504,17.46424919657298,17.88854381999832,26.248809496813376,25.495097567963924,22.67156809750927,21.400934559032695,19.235384061671343,17.11724276862369,18.788294228055936,18.027756377319946,28.319604517012593,27.586228448267445,21.18962010041709,20.615528128088304,27.018512172212592,22.47220505424423,26.627053911388696,23.08679276123039,26.92582403567252,23.769728648009426,23.021728866442675,23.0,23.769728648009426,27.294688127912362,24.331050121192877,24.73863375370596,25.0,32.01562118716424,28.178005607210743,33.421549934136806,29.5296461204668,27.85677655436824,27.073972741361768,27.16615541441225,27.294688127912362,31.304951684997057,28.0178514522438,29.068883707497267,29.832867780352597,30.083217912982647,32.31098884280702,31.953090617340916,30.4138126514911,30.805843601498726,32.01562118716424,38.07886552931954,33.734255586866,33.06055050963308,39.35733730830886,35.90264614203248,35.12833614050059,35.05709628591621,35.05709628591621,39.0,36.013886210738214,36.05551275463989,42.5440947723653,38.897300677553446,37.0,39.05124837953327,38.2099463490856,38.47076812334269,41.78516483155236,40.80441152620633,39.01281840626232,39.0,44.28317965096906,42.720018726587654,40.19950248448356,43.657759905886145,41.19465984809196,41.43669871020132,43.41658669218482,43.174066289845804,42.04759208325728,42.01190307520001,42.01190307520001,42.2965719651132,45.221676218380054,44.384682042344295,43.01162633521314,47.16990566028302,44.01136216933077
202,925,0.4021,18.027756377319946,11.045361017187261,1.4142135623730951,3.0,0.0,23.021728866442675,19.026297590440446,4.123105625617661,21.095023109728988,18.110770276274835,2.0,14.317821063276353,9.486832980505138,3.605551275463989,3.605551275463989,13.601470508735444,11.704699910719626,5.656854249492381,18.681541692269406,15.811388300841896,13.92838827718412,7.810249675906654,5.385164807134504,7.0710678118654755,11.661903789690601,8.48528137423857,6.0,11.40175425099138,13.601470508735444,12.041594578792296,8.246211251235321,14.212670403551895,10.816653826391969,9.055385138137417,9.219544457292887,9.486832980505138,23.259406699226016,22.360679774997898,10.770329614269007,24.186773244895647,13.892443989449804,19.849433241279208,17.69180601295413,15.811388300841896,13.601470508735444,13.341664064126334,13.92838827718412,26.92582403567252,22.02271554554524,16.1245154965971,14.866068747318506,14.142135623730951,15.297058540778355,15.033296378372908,25.612496949731394,16.492422502470642,16.76305461424021,28.600699292150182,27.80287754891569,24.758836806279895,23.345235059857504,20.808652046684813,17.029386365926403,17.72004514666935,18.110770276274835,30.610455730027933,29.832867780352597,22.360679774997898,21.540659228538015,29.0,21.587033144922902,28.42534080710379,24.166091947189145,28.600699292150182,24.698178070456937,23.345235059857504,23.194827009486403,23.194827009486403,28.844410203711913,24.020824298928627,24.186773244895647,24.331050121192877,33.97057550292606,29.68164415931166,35.38361202590826,31.064449134018133,29.068883707497267,27.459060435491963,27.0,27.018512172212592,32.7566787083184,28.284271247461902,29.427877939124322,29.274562336608895,29.427877939124322,33.54101966249684,33.1058907144937,31.04834939252005,30.265491900843113,32.2490309931942,39.66106403010388,34.48187929913333,33.015148038438355,40.8166632639171,36.68787265568828,35.510561809129406,35.35533905932738,35.014282800023196,40.24922359499622,36.22154055254967,36.013886210738214,44.10215414239989,39.92492955535426,37.12142238654117,39.84971769034255,38.01315561749642,38.118237105091836,42.95346318982906,41.78516483155236,39.20459156782532,39.11521443121589,45.65084884205331,43.86342439892262,40.607881008493905,44.77722635447622,41.012193308819754,41.10960958218893,44.27188724235731,43.965895873961216,42.2965719651132,42.190046219457976,42.04759208325728,42.04759208325728,46.238512086787566,45.221676218380054,43.04648650006177,48.33218389437829,44.04543109109048
203,902,0.2628,5.385164807134504,12.165525060596439,22.090722034374522,20.024984394500787,23.021728866442675,0.0,4.0,27.0,2.23606797749979,5.0990195135927845,23.021728866442675,9.219544457292887,14.142135623730951,21.095023109728988,25.079872407968907,10.44030650891055,12.36931687685298,27.16615541441225,6.4031242374328485,8.94427190999916,10.770329614269007,17.46424919657298,25.317977802344327,28.284271247461902,13.92838827718412,17.72004514666935,23.53720459187964,15.231546211727817,13.892443989449804,15.652475842498529,22.135943621178654,14.422205101855956,18.788294228055936,23.40939982143925,26.248809496813376,27.202941017470888,9.219544457292887,9.486832980505138,21.02379604162864,11.180339887498949,19.4164878389476,14.422205101855956,16.278820596099706,18.439088914585774,22.47220505424423,28.635642126552707,30.463092423455635,13.0,14.317821063276353,19.849433241279208,22.20360331117452,28.178005607210743,24.413111231467404,27.784887978899608,15.297058540778355,30.886890422961002,31.76476034853718,16.0,16.0312195418814,16.76305461424021,17.46424919657298,19.4164878389476,27.202941017470888,32.2490309931942,27.018512172212592,18.027756377319946,18.0,23.021728866442675,24.20743687382041,20.223748416156685,34.40930106817051,21.587033144922902,24.698178070456937,22.80350850198276,26.076809620810597,29.068883707497267,29.732137494637012,34.058772731852805,24.041630560342615,33.24154027718932,34.713109915419565,35.4682957019364,24.0,25.0,25.019992006393608,25.709920264364882,26.92582403567252,31.622776601683793,34.713109915419565,35.38361202590826,27.65863337187866,33.015148038438355,33.28663395418648,38.897300677553446,39.59797974644666,30.083217912982647,30.364452901377952,32.64965543462902,39.6232255123179,36.359317925395686,32.01562118716424,34.539832078341085,38.8329756778952,34.058772731852805,36.05551275463989,38.01315561749642,38.47076812334269,40.496913462633174,35.35533905932738,39.824615503479755,41.340053217188775,36.013886210738214,36.87817782917155,41.182520563948,38.600518131237564,44.10215414239989,45.221676218380054,38.3275357934736,38.8329756778952,42.485291572496,42.941821107167776,39.01281840626232,39.319206502675,42.15447781671598,40.311288741492746,46.647615158762406,47.70744176750625,41.97618372363071,42.20189569201838,44.77722635447622,45.18849411078001,46.06517122512408,48.02082881417188,42.42640687119285,42.95346318982906,46.95742752749558,43.104524124504614,47.853944456021594
203,906,0.2517,2.23606797749979,8.246211251235321,18.110770276274835,16.0312195418814,19.026297590440446,4.0,0.0,23.0,2.23606797749979,1.4142135623730951,19.026297590440446,5.385164807134504,10.198039027185569,17.11724276862369,21.095023109728988,6.708203932499369,8.54400374531753,23.194827009486403,4.123105625617661,5.656854249492381,7.211102550927978,13.601470508735444,21.37755832643195,24.331050121192877,10.295630140987,13.92838827718412,19.6468827043885,11.661903789690601,10.63014581273465,12.206555615733702,18.384776310850235,11.313708498984761,15.264337522473747,19.697715603592208,22.47220505424423,23.40939982143925,9.219544457292887,9.055385138137417,17.4928556845359,11.180339887498949,16.278820596099706,12.649110640673518,13.892443989449804,15.620499351813308,19.209372712298546,25.059928172283335,26.832815729997478,13.601470508735444,13.152946437965905,17.029386365926403,19.1049731745428,24.698178070456937,21.2602916254693,24.413111231467404,15.033296378372908,27.459060435491963,28.30194339616981,16.492422502470642,16.278820596099706,16.0312195418814,16.278820596099706,17.46424919657298,24.08318915758459,28.844410203711913,24.041630560342615,18.681541692269406,18.439088914585774,21.02379604162864,21.95449840010015,20.024984394500787,31.240998703626616,21.02379604162864,22.847319317591726,22.090722034374522,24.166091947189145,26.627053911388696,27.202941017470888,31.11269837220809,23.194827009486403,30.479501308256342,31.827660925679098,32.526911934581186,24.331050121192877,24.186773244895647,25.495097567963924,25.079872407968907,25.709920264364882,29.5296461204668,32.202484376209235,32.802438933713454,27.073972741361768,30.886890422961002,31.304951684997057,36.235341863986875,36.87817782917155,29.274562336608895,29.427877939124322,31.016124838541646,37.013511046643494,34.438350715445125,32.14031735997639,33.24154027718932,36.71511950137164,34.058772731852805,34.92849839314596,36.40054944640259,36.76955262170047,38.47076812334269,35.014282800023196,38.07886552931954,39.35733730830886,36.345563690772494,36.22154055254967,39.395431207184416,37.656340767525464,42.05948168962618,43.04648650006177,38.01315561749642,38.2099463490856,40.85339643163099,41.23105625617661,39.11521443121589,39.01281840626232,40.80441152620633,40.01249804748511,44.721359549995796,45.65084884205331,41.30375285612676,41.43669871020132,43.32435804486894,43.657759905886145,44.384682042344295,46.06517122512408,42.04759208325728,42.2965719651132,45.31004303683677,43.01162633521314,46.238512086787566
203,929,0.3452,22.090722034374522,15.132745950421556,5.385164807134504,7.0710678118654755,4.123105625617661,27.0,23.0,0.0,25.019992006393608,22.02271554554524,4.123105625617661,18.110770276274835,13.152946437965905,6.324555320336759,2.8284271247461903,17.26267650163207,15.297058540778355,3.0,22.360679774997898,19.4164878389476,17.46424919657298,10.770329614269007,4.47213595499958,4.123105625617661,14.866068747318506,11.180339887498949,6.4031242374328485,14.317821063276353,16.55294535724685,14.7648230602334,9.219544457292887,17.0,12.806248474865697,9.433981132056603,8.246211251235321,8.06225774829855,26.570660511172846,25.632011235952593,12.041594578792296,27.313000567495326,15.556349186104045,22.47220505424423,20.0,17.69180601295413,14.422205101855956,12.041594578792296,12.041594578792296,29.966648127543394,24.698178070456937,17.69180601295413,15.811388300841896,13.152946437965905,15.652475842498529,14.317821063276353,28.30194339616981,15.0,15.033296378372908,31.38470965295043,30.528675044947494,27.202941017470888,25.612496949731394,22.627416997969522,16.76305461424021,16.0312195418814,18.027756377319946,33.28663395418648,32.449961479175904,23.600847442411894,22.47220505424423,31.240998703626616,20.024984394500787,30.4138126514911,25.238858928247925,30.4138126514911,25.553864678361276,23.40939982143925,23.08679276123039,22.02271554554524,30.479501308256342,23.194827009486403,23.021728866442675,23.0,36.124783736376884,31.240998703626616,37.53664875824692,32.64965543462902,30.23243291566195,27.51363298439521,26.30589287593181,26.1725046566048,34.20526275297414,28.160255680657446,29.410882339705484,28.0,28.0178514522438,34.66987164671943,34.132096331752024,31.38470965295043,29.0,32.01562118716424,41.23105625617661,34.92849839314596,32.38826948140329,42.20189569201838,37.16180835212409,35.4400902933387,35.17101079013795,34.36568055487916,41.340053217188775,35.90264614203248,35.35533905932738,45.60701700396552,40.70626487409524,36.6742416417845,40.311288741492746,37.12142238654117,37.013511046643494,43.9089968002003,42.485291572496,38.8329756778952,38.63935817272331,46.87216658103186,44.77722635447622,40.52159917870962,45.65084884205331,40.11234224026316,40.01249804748511,44.77722635447622,44.384682042344295,41.97618372363071,41.773197148410844,41.43669871020132,41.048751503547585,46.95742752749558,45.69463863518345,42.42640687119285,49.24428900898052,43.41658669218482
204,904,0.2092,4.242640687119285,10.44030650891055,20.223748416156685,18.110770276274835,21.095023109728988,2.23606797749979,2.23606797749979,25.019992006393608,0.0,3.0,21.0,7.0710678118654755,12.041594578792296,19.026297590440446,23.021728866442675,8.246211251235321,10.198039027185569,25.079872407968907,4.242640687119285,6.708203932499369,8.54400374531753,15.297058540778355,23.194827009486403,26.1725046566048,11.704699910719626,15.524174696260024,21.37755832643195,13.0,11.661903789690601,13.416407864998739,19.924858845171276,12.206555615733702,16.55294535724685,21.18962010041709,24.041630560342615,25.0,8.0,8.06225774829855,18.788294228055936,10.0,17.204650534085253,12.529964086141668,14.212670403551895,16.278820596099706,20.248456731316587,26.40075756488817,28.231188426986208,12.165525060596439,12.649110640673518,17.69180601295413,20.0,25.942243542145693,22.20360331117452,25.553864678361276,14.035668847618199,28.653097563788805,29.5296461204668,15.132745950421556,15.033296378372908,15.297058540778355,15.811388300841896,17.4928556845359,25.0,30.01666203960727,24.839484696748443,17.26267650163207,17.11724276862369,21.095023109728988,22.20360331117452,19.026297590440446,32.202484376209235,20.223748416156685,22.825424421026653,21.37755832643195,24.186773244895647,27.018512172212592,27.65863337187866,31.89043743820395,22.561028345356956,31.11269837220809,32.55764119219941,33.301651610693426,23.08679276123039,23.53720459187964,24.186773244895647,24.331050121192877,25.298221281347036,29.68164415931166,32.64965543462902,33.301651610693426,26.30589287593181,31.064449134018133,31.38470965295043,36.796738985948195,37.48332962798263,28.635642126552707,28.861739379323623,30.870698080866262,37.53664875824692,34.48187929913333,31.016124838541646,32.89376840679705,36.89173349139343,33.0,34.48187929913333,36.24913792078372,36.6742416417845,38.58756276314948,34.132096331752024,38.01315561749642,39.44616584663204,35.12833614050059,35.510561809129406,39.35733730830886,37.107950630558946,42.190046219457976,43.266615305567875,37.12142238654117,37.48332962798263,40.718546143004666,41.14608122288197,38.01315561749642,38.118237105091836,40.496913462633174,39.11521443121589,44.77722635447622,45.79301256742124,40.607881008493905,40.792156108742276,43.08131845707603,43.46262762420146,44.28317965096906,46.14108798023731,41.19465984809196,41.593268686170845,45.18849411078001,42.01190307520001,46.09772228646444
204,907,0.1974,3.0,7.615773105863909,17.26267650163207,15.132745950421556,18.110770276274835,5.0990195135927845,1.4142135623730951,22.02271554554524,3.0,0.0,18.0,4.123105625617661,9.055385138137417,16.0312195418814,20.024984394500787,5.385164807134504,7.280109889280518,22.090722034374522,3.0,4.242640687119285,5.830951894845301,12.36931687685298,20.223748416156685,23.194827009486403,8.94427190999916,12.649110640673518,18.439088914585774,10.295630140987,9.219544457292887,10.816653826391969,17.08800749063506,9.899494936611665,13.892443989449804,18.384776310850235,21.18962010041709,22.135943621178654,8.54400374531753,8.246211251235321,16.1245154965971,10.44030650891055,14.866068747318506,11.40175425099138,12.529964086141668,14.212670403551895,17.804493814764857,23.706539182259394,25.495097567963924,13.0,12.041594578792296,15.620499351813308,17.69180601295413,23.323807579381203,19.849433241279208,23.021728866442675,14.142135623730951,26.076809620810597,26.92582403567252,15.811388300841896,15.524174696260024,15.0,15.132745950421556,16.15549442140351,22.67156809750927,27.459060435491963,22.627416997969522,18.027756377319946,17.72004514666935,19.697715603592208,20.591260281974,19.1049731745428,29.832867780352597,20.0,21.540659228538015,21.02379604162864,22.847319317591726,25.238858928247925,25.80697580112788,29.698484809834994,22.090722034374522,29.068883707497267,30.4138126514911,31.11269837220809,23.53720459187964,23.08679276123039,24.73863375370596,24.020824298928627,24.515301344262525,28.178005607210743,30.805843601498726,31.400636936215164,26.019223662515376,29.5296461204668,29.966648127543394,34.828149534535996,35.4682957019364,28.160255680657446,28.284271247461902,29.732137494637012,35.608987629529715,33.1058907144937,31.25699921617557,32.01562118716424,35.35533905932738,33.13608305156178,33.734255586866,35.11409973215888,35.4682957019364,37.12142238654117,34.0,36.76955262170047,38.01315561749642,35.510561809129406,35.12833614050059,38.07886552931954,36.49657518178932,40.70626487409524,41.677331968349414,37.0,37.12142238654117,39.56008088970496,39.92492955535426,38.2099463490856,38.0,39.56008088970496,39.0,43.382023926967726,44.294469180700204,40.19950248448356,40.311288741492746,42.05948168962618,42.37924020083418,43.08131845707603,44.721359549995796,41.012193308819754,41.19465984809196,44.01136216933077,42.04759208325728,44.94441010848846
